municipio,nombre_unidad,tipologia,clave_ins,institucion,nivel_atencion,tipo_establecimiento,latitud,longitud
TOMATLAN,CENTRO DE SALUD SAN RAFAEL DE LOS MORENO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.122429,-105.193255
TOMATLAN,CENTRO DE SALUD EL TEQUESQUITE,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.0664053,-105.3033886
TOMATLAN,CENTRO DE SALUD EL TULE,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.02651,-105.24519
TOMATLAN,CENTRO DE SALUD JOSÉ MA. PINO SUÁREZ,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.945307,-105.328277
TONALA,CENTRO DE SALUD SAN GASPAR DE LAS FLORES,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.67584,-103.2442
TONALA,CENTRO DE SALUD LOMAS DEL CAMICHÍN,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62954,-103.27499
TONALA,CENTRO DE SALUD SANTA CRUZ DE LAS HUERTAS,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62078,-103.27065
TONALA,CENTRO DE SALUD COLONIA JALISCO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.68707,-103.26319
TONALA,CENTRO DE SALUD SANTA PAULA,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5980591,-103.2428793
TONALA,CENTRO DE SALUD ZALATITÁN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6583044,-103.2628315
TONALA,CENTRO DE SALUD BASILIO BADILLO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.68074,-103.2592
TONALA,CENTRO DE SALUD EL ROSARIO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6440153,-103.2615055
TONALA,CENTRO DE SALUD TONALÁ,URBANO DE 05 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.623562,-103.241492
TONALA,CENTRO DE SALUD LOMA BONITA,URBANO DE 06 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.65295,-103.24914
TONALA,CENTRO DE SALUD PUENTE GRANDE,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.56999,-103.15548
TONILA,CENTRO DE SALUD TONILA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.41395,-103.54272
TONILA,CENTRO DE SALUD SAN MARCOS,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.4442543,-103.5079991
TOTATICHE,CENTRO DE SALUD TEMASTIAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.974871,-103.526826
TUXCACUESCO,CENTRO DE SALUD APULCO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.736833,-103.9008913
TUXCUECA,CENTRO DE SALUD TUXCUECA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.1511582,-103.1830879
TUXCUECA,CENTRO DE SALUD SAN LUIS SOYATLAN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.19471,-103.303249
TUXPAN,CENTRO DE SALUD TUXPAN,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.55303,-103.36837
UNION DE SAN ANTONIO,CENTRO DE SALUD UNION DE SAN ANTONIO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.1315522,-102.0030317
UNION DE SAN ANTONIO,CENTRO DE SALUD ESTACIÓN PEDRITO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.140724,-101.916441
UNION DE SAN ANTONIO,CENTRO DE SALUD TLACUITAPAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.193677,-102.115348
UNION DE TULA,CENTRO DE SALUD IXTLAHUACAN DE SANTIAGO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.997451,-104.184508
UNION DE TULA,CENTRO DE SALUD SAN CLEMENTE,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.080596,-104.252241
VALLE DE JUAREZ,CENTRO DE SALUD PASO DE PIEDRA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.976728,-102.951539
SAN GABRIEL,CENTRO DE SALUD JIQUILPAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.780111,-103.77632
VILLA CORONA,CENTRO DE SALUD ATOTONILCO EL BAJO,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3515141,-103.6697993
VILLA CORONA,CENTRO DE SALUD EL BARRO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.46885,-103.75
VILLA CORONA,CENTRO DE SALUD JUAN GIL PRECIADO ,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3725784,-103.7293462
VILLA GUERRERO,CENTRO DE SALUD VILLA GUERRERO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.981675,-103.593031
VILLA GUERRERO,CENTRO DE SALUD ATZQUELTÁN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.04132,-103.734782
VILLA HIDALGO,CENTRO DE SALUD TEPUSCO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.607031,-102.6011638
CAÑADAS DE OBREGON,CENTRO DE SALUD TEMACAPULÍN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.187931,-102.708125
YAHUALICA DE GONZALEZ GALLO,HOSPITAL REGIONAL  YAHUALICA,HOSPITAL GENERAL,OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,21.18174,-102.88824
YAHUALICA DE GONZALEZ GALLO,CENTRO DE SALUD YAHUALICA,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.182364,-102.888407
YAHUALICA DE GONZALEZ GALLO,CENTRO DE SALUD HUISQUILCO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.1371609,-102.9796897
YAHUALICA DE GONZALEZ GALLO,CENTRO DE SALUD MANALISCO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.0628255,-102.9213376
ZACOALCO DE TORRES,CENTRO DE SALUD ZACOALCO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2316455,-103.5744319
ZACOALCO DE TORRES,CENTRO DE SALUD GENERAL ANDRÉS FIGUEROA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.300786,-103.607524
ZACOALCO DE TORRES,CENTRO DE SALUD SAN MARCOS EVANGELISTA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3207275,-103.5333642
ZACOALCO DE TORRES,CENTRO DE SALUD VERDIA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.158998,-103.511028
ZAPOPAN,INSTITUTO DERMATOLOGICO DE JALISCO  DR. JOSE BARBA RUBIO,CLÍNICA DE ESPECIALIDADES,OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE CONSULTA EXTERNA,20.722836,-103.352859
ZAPOPAN,INSTITUTO JALISCIENSE DE ALIVIO AL DOLOR Y CUIDADOS PALIATIVOS,CLÍNICA DE ESPECIALIDADES,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.718177,-103.370809
ZAPOPAN,CENTRO DE ATENCION INTEGRAL EN SALUD MENTAL ESTANCIA BREVE,HOSPITAL PSIQUIÁTRICO,OPD,SECRETARIA DE SALUD,TERCER NIVEL,DE HOSPITALIZACIÓN,20.718245,-103.371479
ZAPOPAN,HOSPITAL GENERAL DE OCCIDENTE,HOSPITAL GENERAL,OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.718003,-103.369643
ZAPOPAN,CENTRO DE SALUD BALCONES DE LA CANTERA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.74589,-103.35426
ZAPOPAN,CENTRO DE SALUD LOMAS DE TABACHINES,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.74709,-103.35588
ZAPOPAN,CENTRO DE SALUD NUEVO VERGEL,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.75261,-103.36308
ZAPOPAN,CENTRO DE SALUD INDIGENA DE MEZQUITAN,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7374444,-103.3304399
ZAPOPAN,CENTRO DE SALUD EL BRISEÑO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6248687,-103.4391606
ZAPOPAN,CENTRO DE SALUD CIUDAD GRANJA,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6854905,-103.4541442
ZAPOPAN,CENTRO DE SALUD MESA COLORADA,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7609372,-103.3372994
ZAPOPAN,CENTRO DE SALUD SAN JUAN DE OCOTAN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.71212,-103.45687
ZAPOPAN,CENTRO DE SALUD SANTA ANA TEPETITLAN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.61991,-103.45711
ZAPOPAN,CENTRO DE SALUD HOGARES DE NUEVO MÉXICO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7676138,-103.4205133
ZAPOPAN,CENTRO DE SALUD LOS CAJETES,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.590884,-103.425863
ZAPOPAN,CENTRO DE SALUD BENITO JUÁREZ,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7303114,-103.3391376
ZAPOPAN,CENTRO DE SALUD FRANCISCO SARABIA,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.60997,-103.43585
ZAPOPAN,CENTRO DE SALUD LA MARTINICA,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7469731,-103.3669895
ZAPOPAN,CENTRO DE SALUD ARROYO HONDO,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.74738,-103.34331
ZAPOPAN,CENTRO DE SALUD MIRAMAR,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6348066,-103.4483355
ZAPOPAN,CENTRO DE SALUD EL ZAPOTE,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6546649,-103.4169469
ZAPOPAN,CENTRO DE SALUD STA MARÍA DEL PUEBLITO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6784685,-103.4372474
ZAPOPAN,CENTRO DE SALUD EL COLLI,URBANO DE 07 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6438027,-103.4326618
ZAPOPAN,CENTRO DE SALUD ZAPOPAN NORTE I,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7235,-103.40028
ZAPOPAN,CENTRO DE SALUD LOMA BONITA,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.62938,-103.40478
ZAPOPAN,CENTRO DE SALUD SANTA MARGARITA,URBANO DE 09 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.73324,-103.42281
ZAPOPAN,CENTRO DE SALUD CONSTITUCIÓN,URBANO DE 10 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7311809,-103.3606002
ZAPOPAN,CENTRO DE SALUD ZAPOPAN NORTE II,URBANO DE 06 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.73603,-103.40216
ZAPOPAN,CENTRO DE SALUD NEXTIPAC,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7656523,-103.5224371
ZAPOPAN,CENTRO DE SALUD NUEVO MÉXICO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7678672,-103.4469254
ZAPOPAN,CENTRO DE SALUD SAN ESTEBAN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.79859,-103.37578
ZAPOPAN,CENTRO DE SALUD TESISTAN,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7989357,-103.4755807
ZAPOPAN,CENTRO DE SALUD LA VENTA DEL ASTILLERO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7265376,-103.5452915
ZAPOPAN,CENTRO DE SALUD SAN ISIDRO ZAPOPAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7910502,-103.3524814
ZAPOPAN,CENTRO DE SALUD LOMAS DE LA PRIMAVERA,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.63918,-103.47207
ZAPOPAN,CENTRO DE SALUD MESA DE OCOTES,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.76567,-103.35102
ZAPOPAN,CENTRO DE SALUD ARENALES TAPATIOS,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6361297,-103.4630599
ZAPOTILTIC,CENTRO DE SALUD ZAPOTILTIC,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.63032,-103.42135
ZAPOTILTIC,CENTRO DE SALUD EL ASERRADERO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.542219,-103.253176
ZAPOTILTIC,CENTRO DE SALUD FERRERIA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.743076,-103.3333358
ZAPOTITLAN DE VADILLO,CENTRO DE SALUD SAN JOSÉ DEL CARMEN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.46434,-103.7668
ZAPOTLAN DEL REY,CENTRO DE SALUD AHUATLÁN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4181626,-102.8881636
ZAPOTLAN DEL REY,CENTRO DE SALUD OTATLAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4406645,-102.8029294
ZAPOTLAN DEL REY,CENTRO DE SALUD TECUALTITAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4267724,-103.0295738
ZAPOTLANEJO,CENTRO DE SALUD LA PURÍSIMA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.69923,-103.03514
ZAPOTLANEJO,CENTRO DE SALUD LA LAJA,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.578886,-103.124356
ZAPOTLANEJO,CENTRO DE SALUD MATATLÁN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.70792,-103.14923
ZAPOTLANEJO,CENTRO DE SALUD SAN JOSÉ DE LAS FLORES,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6467649,-102.9700096
ZAPOTLANEJO,CENTRO DE SALUD SANTA FÉ,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.52596,-103.0844
ZAPOTLANEJO,CENTRO DE SALUD EL SAUCILLO DE MALDONADO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5577466,-102.9246078
TONALA,CENTRO DE SALUD JAUJA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5862147,-103.225792
OJUELOS DE JALISCO,CENTRO DE SALUD LA PAZ,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.814388,-101.765093
COCULA,CENTRO DE SALUD SAN NICOLÁS,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4718659,-103.817377
TEUCHITLAN,CENTRO DE SALUD LA ESTANZUELA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.67208,-103.82504
SAN JUANITO DE ESCOBEDO,CENTRO DE SALUD SAN PEDRO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.81823,-104.06196
EL SALTO,CENTRO DE SALUD LA HUIZACHERA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5605772,-103.3321464
TLAJOMULCO DE ZUÑIGA,CENTRO DE SALUD TULIPANES,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5842987,-103.4312783
TONALA,CENTRO DE SALUD ALAMEDAS DE ZALATITÁN,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6748426,-103.2563566
TOTOTLAN,CENTRO DE SALUD SAN ISIDRO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.57199,-102.7126
TALA,CENTRO DE SALUD CUXPALA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5610599,-103.6422059
TOTOTLAN,CENTRO DE SALUD TOTOTLAN CON SERVICIOS AMPLIADOS,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5445945,-102.8003171
ZAPOTILTIC,CENTRO DE SALUD HUESCALAPA,RURAL DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.639632,-103.450637
CHAPALA,CENTRO DE SALUD SAN ANTONIO TLAYACAPAN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2941011,-103.2373186
ATOTONILCO EL ALTO,CENTRO DE SALUD SAN ANTONIO DE FERNÁNDEZ,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5513882,-102.616197
JAMAY,CENTRO DE SALUD MALTARAÑA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.226823,-102.685564
AMATITAN,CENTRO DE SALUD AMATITAN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.83674,-103.73854
ENCARNACION DE DIAZ,CENTRO DE SALUD EL REFUGIO,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.52043,-102.22673
TEPATITLAN DE MORELOS,CENTRO DE SALUD POPOTES,URBANO DE 05 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8250569,-102.7876504
SAN IGNACIO CERRO GORDO,CENTRO DE SALUD SAN IGNACIO CERRO GORDO 2,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7387566,-102.534914
ZAPOPAN,CENTRO DE SALUD PARAÍSOS DEL COLLI,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.64992,-103.45294
EL ARENAL,CENTRO DE SALUD HUAXTLA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.72531,-103.65673
EL ARENAL,CENTRO DE SALUD SANTA CRUZ DEL ASTILLERO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.742554,-103.641043
SAN MARTIN HIDALGO,CENTRO DE SALUD SANTA CRUZ DE LAS FLORES ,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3930361,-103.9475866
AMECA,CENTRO DE SALUD EL CABEZÓN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.497212,-103.95283
SAN MARCOS,CENTRO DE SALUD SAN MARCOS,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.790819,-104.197291
SAN MARTIN HIDALGO,CENTRO DE SALUD TEPEHUAJE DE MORELOS,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.432205,-103.916353
MAZAMITLA,HOSPITAL COMUNITARIO MAZAMITLA,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.936865,-103.021363
TAMAZULA DE GORDIANO,HOSPITAL COMUNITARIO TAMAZULA,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.69453,-103.240628
