municipio,nombre_unidad,tipologia,clave_ins,institucion,nivel_atencion,tipo_establecimiento,latitud,longitud
TECOLOTLAN,CENTRO DE SALUD TECOLOTLÁN ,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.205205,-104.047735
CIHUATLAN,CENTRO DE SALUD BARRA DE NAVIDAD,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.207691,-104.683576
CIHUATLAN,CENTRO DE SALUD SAN PATRICIO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.2239,-104.70435
VILLA PURIFICACION,CENTRO DE SALUD VILLA PURIFICACIÓN,URBANO DE 05 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.718403,-104.610472
CASIMIRO CASTILLO,CENTRO DE SALUD CASIMIRO CASTILLO,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.61086,-104.453861
AUTLAN DE NAVARRO,CENTRO DE SALUD COLONIA EJIDAL,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.759034,-104.369731
CASIMIRO CASTILLO,CENTRO DE SALUD LO ARADO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.626203,-104.536132
SAN JUANITO DE ESCOBEDO,CENTRO DE SALUD SANTIAGUITO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8448143,-104.0255569
AMECA,CENTRO DE SALUD PUERTA DE LA VEGA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.588621,-103.901717
ZAPOPAN,CENTRO DE SALUD LA PRIMAVERA,RURAL DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.724528,-103.563198
COCULA,CENTRO DE SALUD COFRADÍA DE LA LUZ,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4058658,-103.7657765
ZAPOPAN,CENTRO DE SALUD ATEMAJAC,URBANO DE 05 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.72134,-103.35657
CAÑADAS DE OBREGON,CENTRO DE SALUD CAÑADAS DE OBREGÓN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.151517,-102.685092
VALLE DE GUADALUPE,CENTRO DE SALUD VALLE DE GUADALUPE,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.0136,-102.61145
ACATIC,CENTRO DE SALUD ACATIC,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.77252,-102.90948
JESUS MARIA,CENTRO DE SALUD AYO EL GRANDE,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.61656,-101.98967
TONAYA,CENTRO DE SALUD TONAYA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.78011,-103.97667
VALLE DE JUAREZ,CENTRO DE SALUD VALLE DE JUAREZ,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.936199,-102.949796
ATENGUILLO,CENTRO DE SALUD ATENGUILLO,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.41744,-104.498418
ZACOALCO DE TORRES,CENTRO DE SALUD BARRANCA DE OTATES,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2682545,-103.6650908
EL ARENAL,CENTRO DE SALUD EL ARENAL,URBANO DE 06 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.783299,-103.697758
TOLIMAN,CENTRO DE SALUD TOLIMAN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.598034,-103.910049
ZAPOTLAN EL GRANDE,CENTRO DE SALUD DE LA MESA Y EL FRESNITO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.62042,-103.52425
SAN GABRIEL,CENTRO DE SALUD ALISTA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.6345379,-103.7827615
ZACOALCO DE TORRES,CENTRO DE SALUD BARRANCA DE SANTA CLARA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2656682,-103.6470012
GOMEZ FARIAS,CENTRO DE SALUD GOMEZ FARIAS,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.789435,-103.477099
SAN GABRIEL,CENTRO DE SALUD EL JAZMÍN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.65284,-103.71274
ZAPOTITLAN DE VADILLO,CENTRO DE SALUD ZAPOTITLAN DE VADILLO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.54992,-103.814767
SAN GABRIEL,CENTRO DE SALUD SAN GABRIEL,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.748108,-103.77214
TALPA DE ALLENDE,CENTRO DE SALUD DE TALPA DE ALLENDE CON SERVICIOS AMPLIADOS,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3995018,-104.8171639
HUEJUQUILLA EL ALTO,HOSPITAL COMUNITARIO HUEJUQUILLA EL ALTO,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,22.616581,-103.895258
CIHUATLAN,HOSPITAL COMUNITARIO CIHUATLÁN,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.233685,-104.573287
LAGOS DE MORENO,HOSPITAL GENERAL DE LAGOS DE MORENO,HOSPITAL GENERAL,OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,21.3226449,-101.9719246
OJUELOS DE JALISCO,HOSPITAL COMUNITARIO OJUELOS,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,21.863813,-101.592324
ZAPOTILTIC,CENTRO DE SALUD EL RINCON,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.6621308,-103.4030502
GUADALAJARA,CENTRO DE SALUD LAZARO CARDENAS,URBANO DE 07 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.624839,-103.379536
ZAPOPAN,CENTRO DE SALUD IXCATÁN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8618601,-103.3423731
BOLAÑOS,CENTRO DE SALUD MESA DEL TIRADOR,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.80287,-104.13481
BOLAÑOS,CENTRO DE SALUD TUXPAN DE BOLAÑOS,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.87786,-104.008613
TEPATITLAN DE MORELOS,CENTRO DE SALUD LOS SAUCES,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.846163,-102.7362616
ATOYAC,CENTRO DE SALUD CUYACAPAN,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.965727,-103.522325
AMACUECA,CENTRO DE SALUD AMACUECA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.008403,-103.5945563
HUEJUCAR,CENTRO DE SALUD HUEJÚCAR,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.366209,-103.213716
HUEJUCAR,CENTRO DE SALUD LAS BOCAS,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.330967,-103.261881
TECOLOTLAN,CENTRO DE SALUD QUILA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.353808,-104.079301
TOLIMAN,CENTRO DE SALUD COPALA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.611262,-103.774257
TEPATITLAN DE MORELOS,CENTRO DE SALUD AGUILILLAS,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.796132,-102.764067
SAN JULIAN,CENTRO DE SALUD SAN JULIÁN,URBANO DE 05 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.005807,-102.172167
GUADALAJARA,SERVICIO AMIGABLE ITINERANTE EDUSEX,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6791255,-103.341202
EL GRULLO,UNEME CRÓNICO EL GRULLO,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.8128156,-104.2266915
TLAJOMULCO DE ZUÑIGA,CENTRO DE SALUD SAN LUCAS EVANGELISTA,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4069,-103.35072
TLAJOMULCO DE ZUÑIGA,CENTRO DE SALUD SAN SEBASTIÁN EL GRANDE,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.52929,-103.43047
SAN PEDRO TLAQUEPAQUE,CENTRO DE SALUD CERRO DEL CUATRO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6014688,-103.3493976
SAN PEDRO TLAQUEPAQUE,CENTRO DE SALUD BUENOS AIRES,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6091771,-103.3666482
VILLA CORONA,CENTRO DE SALUD VILLA CORONA,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.42008,-103.67039
EL GRULLO,CENTRO INTEGRAL DE SALUD MENTAL EL GRULLO,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.8128501,-104.2269758
TLAJOMULCO DE ZUÑIGA,CENTRO DE SALUD SANTA CRUZ DEL VALLE,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5469457,-103.3297123
TLAJOMULCO DE ZUÑIGA,CENTRO DE SALUD SAN MIGUEL CUYUTLAN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.41737,-103.39223
GUADALAJARA,CENTRO DE SALUD BALCONES DE ARRIBA,URBANO DE 08 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6807391,-103.2987056
TLAJOMULCO DE ZUÑIGA,CENTRO DE SALUD TLAJOMULCO DE ZUÑIGA,URBANO DE 08 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4758726,-103.4521537
JOCOTEPEC,CENTRO DE SALUD JOCOTEPEC,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2804942,-103.4310693
SAN PEDRO TLAQUEPAQUE,HOSPITAL MATERNO INFANTIL SAN MARTÍN DE LAS FLORES,HOSPITAL ESPECIALIZADO,OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.5975311,-103.277679
JOCOTEPEC,CENTRO DE SALUD LAS TROJES,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3337297,-103.3291635
JOCOTEPEC,CENTRO DE SALUD ZAPOTITÁN DE HIDALGO,URBANO DE 02 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.32595,-103.48338
VILLA CORONA,UNEME VILLA CORONA,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3337297,-103.3291635
VILLA CORONA,CENTRO DE SALUD BUENAVISTA VILLA CORONA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.33687,-103.74565
JOCOTEPEC,HOSPITAL COMUNITARIO DE JOCOTEPEC,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.292202,-103.401918
ZAPOTLAN DEL REY,CENTRO DE SALUD ZAPOTLÁN DEL REY,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4676783,-102.9206545
GUADALAJARA,CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACION TEMPRANA,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7011164,-103.3476263
ATOTONILCO EL ALTO,CENTRO DE SALUD MARGARITAS,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4582033,-102.472636
MEZQUITIC,CENTRO DE SALUD SAN MIGUEL HUAIXTITA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.065152,-104.322262
MEZQUITIC,CENTRO DE SALUD EL CHALATE,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.135028,-104.280695
PIHUAMO,CENTRO DE SALUD PIHUAMO CON SERVICIOS AMPLIADOS,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.24762,-103.38503
GUADALAJARA,CENTRO DE SALUD MALECÓN,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.684648,-103.268963
JOCOTEPEC,CENTRO DE SALUD SAN CRISTÓBAL ZAPOTITLÁN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2241259,-103.371154
TEPATITLAN DE MORELOS,CENTRO INTEGRAL DE SALUD MENTAL TEPATITLAN,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.811883,-102.7792243
UNION DE TULA,CENTRO DE SALUD UNIÓN DE TULA CON SERVICIOS AMPLIADOS,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.9605255,-104.2642393
GUADALAJARA,CENTRO DE ATENCIÓN ESPECIALIZADO,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.66167,-103.2920343
ZAPOPAN,INSTITUTO JALISCIENSE DE CANCEROLOGÍA,HOSPITAL ESPECIALIZADO,SESA,SECRETARIA DE SALUD,TERCER NIVEL,DE HOSPITALIZACIÓN,20.6419393,-103.444742
TAPALPA,HOSPITAL COMUNITARIO TAPALPA,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.939253,-103.75831
ZAPOTLANEJO,CENTRO DE SALUD LA MORA,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.55243,-103.101
SAN GABRIEL,CENTRO DE SALUD APANGO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.781594,-103.71064
SAN GABRIEL,CENTRO DE SALUD SAN ANTONIO,RURAL DE 01 NÚCLEO BÁSICO,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.797273,-103.886306
CHAPALA,CENTRO DE SALUD ATOTONILQUILLO,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3928096,-103.1280684
SAN JUAN DE LOS LAGOS,CENTRO DE SALUD MI NUEVO SAN JUAN,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.25471,-102.32575
SAN JUAN DE LOS LAGOS,CENTRO DE SALUD SANTA CECILIA,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.2492185,-102.3477172
SAN JUAN DE LOS LAGOS,CENTRO DE SALUD RIVIERA,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.2409916,-102.3205862
SAN JUAN DE LOS LAGOS,CENTRO DE SALUD LOMA LINDA,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.256688,-102.3321523
SAN JUAN DE LOS LAGOS,HOSPITAL COMUNITARIO DE SAN JUAN DE LOS LAGOS,HOSPITAL INTEGRAL (COMUNITARIO),OPD,SECRETARIA DE SALUD,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,21.2499499,-102.3417269
TALA,UNIDAD ESPECIALIZADA EN ATENCIÓN OBSTÉTRICA Y CUIDADOS NEONATALES TALA,HOSPITAL ESPECIALIZADO,OPD,SECRETARIA DE SALUD,TERCER NIVEL,DE HOSPITALIZACIÓN,20.653894,-103.70999
AMECA,CENTRO DE SALUD LOS MEZQUITES,URBANO DE 04 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.54857,-104.0625894
ZAPOPAN,CENTRO DE SALUD LA MAGDALENA,URBANO DE 01 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.808071,-103.461971
PUERTO VALLARTA,CENTRO AMBULATORIO PARA LA PREVENCION DEL SIDA E INFECCIONES DE TRANSMISIÓN SEXUAL (CAPASITS),UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.669346,-105.209554
SAN MIGUEL EL ALTO,UNIDAD ESPECIALIZADA EN ATENCIÓN OBSTÉTRICA Y CUIDADOS NEONATALES SAN MIGUEL EL ALTO,HOSPITAL ESPECIALIZADO,OPD,SECRETARIA DE SALUD,TERCER NIVEL,DE HOSPITALIZACIÓN,21.038301,-102.405604
AUTLAN DE NAVARRO,CARAVANA TIPO I AUTLÁN,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.773092,-104.369569
CUAUTITLAN DE GARCIA BARRAGAN,CARAVANA TIPO II CUAUTITLAN,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.445983,-104.368319
LA HUERTA,CARAVANA TIPO II LA HUERTA,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.48684,-104.634602
VILLA PURIFICACION,CARAVANA TIPO I VILLA PURIFICACIÓN,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.718381,-104.6103077
CUQUIO,CARAVANA TIPO I CUQUIO,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.9303,-103.0285877
MEZQUITIC,CARAVANA TIPO II MEZQUITIC,UNIDAD MÓVIL,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.386372,-103.723372
SAN PEDRO TLAQUEPAQUE,CENTRO DE SALUD LOMAS DEL 4,URBANO DE 03 NÚCLEOS BÁSICOS,OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.58789,-103.34822
COLOTLAN,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COLOTLÁN,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,22.098913,-103.271573
LAGOS DE MORENO,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LAGOS DE MORENO,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.374403,-101.922002
SAN JUAN DE LOS LAGOS,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN JUAN DE LOS LAGOS,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,21.2529743,-102.3524046
TEPATITLAN DE MORELOS,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TEPATITLÁN,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.811818,-102.77782
ARANDAS,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ARANDAS,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.707246,-102.3322286
OCOTLAN,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES OCOTLÁN,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.35579,-102.75885
TAMAZULA DE GORDIANO,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TAMAZULA,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.693457,-103.241963
ZAPOTLAN EL GRANDE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZAPOTLÁN EL GRANDE,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.7201751,-103.4673591
AUTLAN DE NAVARRO,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AUTLÁN,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.77184,-104.380756
LA HUERTA,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA HUERTA,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,19.485361,-104.635403
MASCOTA,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MASCOTA,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5319307,-104.7886909
AMECA,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AMECA,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5486092,-104.0632828
ZAPOPAN,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZAPOPAN I,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.748331,-103.373459
ZAPOPAN,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZAPOPAN II,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.657924,-103.44676
TONALA,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TONALÁ I,UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES),OPD,SECRETARIA DE SALUD,PRIMER NIVEL,DE CONSULTA EXTERNA,20.649463,-103.2183714
